,Numerical,,Extra Notes
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image626.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image632.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1285.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image154.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1508.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image801.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image815.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1252.jpg,6,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image183.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1534.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1520.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image829.jpg,8,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image197.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1246.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1483.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image752.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image746.jpg,6,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1497.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image975.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image961.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1468.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1326.jpg,8,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image949.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image791.jpg,4,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1440.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1454.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image785.jpg,1,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1332.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image17.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image578.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image550.jpg,4,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1859.jpg,1,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1681.jpg,9,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image236.jpg,9,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image222.jpg,7,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1695.jpg,5,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image544.jpg,5,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1118.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1642.jpg,5,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image593.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1124.jpg,2,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1130.jpg,4,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image587.jpg,5,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1656.jpg,8,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1131.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1657.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image586.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image592.jpg,3,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1643.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1125.jpg,4,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1119.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image223.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image545.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1694.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1680.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1858.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image551.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image237.jpg,5,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image579.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image16.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image784.jpg,7,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1455.jpg,7,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1333.jpg,9,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1327.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1441.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image790.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image948.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1469.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image960.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image974.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1496.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image747.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image753.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1482.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image828.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1521.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1247.jpg,8,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image196.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image182.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1253.jpg,3,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1535.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image814.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image800.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1509.jpg,1,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image633.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image155.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1284.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1290.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image141.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image627.jpg,5,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image169.jpg,7,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image394.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1045.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1723.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1737.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1051.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image380.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1079.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1086.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image357.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image431.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image425.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image343.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1092.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image419.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1096.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image347.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image421.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image435.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image353.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1082.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image409.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image384.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1055.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1733.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1727.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1041.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image390.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1069.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image623.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image145.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1294.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1280.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image151.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image637.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image179.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image838.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1531.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1257.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image186.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image192.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1243.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1525.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image804.jpg,7,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image810.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1519.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1486.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image757.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image743.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1492.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image794.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1445.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1323.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1337.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1451.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image958.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image780.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1479.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image970.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image964.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image233.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image555.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1684.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1848.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1690.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image541.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image227.jpg,4,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image12.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1860.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image569.jpg,2,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1121.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1647.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image596.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image582.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1653.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1135.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1109.jpg,5,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1108.jpg,6,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1652.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image583.jpg,3,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1134.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1120.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image597.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1646.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image13.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image568.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image540.jpg,6,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1691.jpg,4,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1849.jpg,6,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image226.jpg,5,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image232.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1685.jpg,2,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image554.jpg,6,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image965.jpg,5,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image971.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1478.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1336.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image781.jpg,2,10,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image959.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1450.jpg,6,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1444.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image795.jpg,1,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1322.jpg,7,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1493.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image742.jpg,4,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image756.jpg,5,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1487.jpg,7,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1518.jpg,7,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image811.jpg,4,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image805.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1242.jpg,3,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image193.jpg,4,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1524.jpg,5,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1530.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image839.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image187.jpg,7,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1256.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image178.jpg,7,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image150.jpg,6,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1281.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image636.jpg,6,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image622.jpg,1,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1295.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image144.jpg,8,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1068.jpg,3,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1726.jpg,0,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image391.jpg,2,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1040.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1054.jpg,5,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image385.jpg,5,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1732.jpg,6,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image408.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image434.jpg,6,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1083.jpg,7,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image352.jpg,7,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image346.jpg,5,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1097.jpg,7,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image420.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image350.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1081.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image436.jpg,7,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image422.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1095.jpg,8,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image344.jpg,4,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image378.jpg,4,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1042.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image393.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1724.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1730.jpg,4,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image387.jpg,9,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1056.jpg,6,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1718.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image634.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1283.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image152.jpg,5,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image146.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1297.jpg,6,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image620.jpg,8,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image608.jpg,6,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1526.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image191.jpg,6,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1240.jpg,5,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1254.jpg,9,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1532.jpg,9,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image813.jpg,6,10,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1268.jpg,6,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image807.jpg,6,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image740.jpg,5,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image998.jpg,5,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1491.jpg,7,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1485.jpg,6,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image754.jpg,4,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image768.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1452.jpg,7,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image783.jpg,9,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1334.jpg,8,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1320.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image797.jpg,3,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1446.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image967.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1308.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image973.jpg,4,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image224.jpg,3,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image39.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1693.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image542.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image556.jpg,3,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1687.jpg,6,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image230.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image218.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image11.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1136.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image581.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1650.jpg,4,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1644.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image595.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1122.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1678.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1679.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image594.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1645.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1123.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1137.jpg,4,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1651.jpg,6,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image580.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image10.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image219.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1686.jpg,3,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image557.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image231.jpg,3,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image38.jpg,4,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image225.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image543.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1692.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image972.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image966.jpg,6,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1309.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1321.jpg,4,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1447.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image796.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image782.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1453.jpg,4,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1335.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image769.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image755.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1484.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1490.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image999.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image741.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1269.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image806.jpg,3,5,
